"id","countyid","county","lname","fname","mname","suffix","address1","address2","address3","city","state","zipcode","phone","notes","image","title","type","district","img-sm","img-md","img-lg"
"1012","72","TULSA","Ludi Leitch","Deborrah","","","Tulsa County Courthouse","500 S. Denver, Rm. 345","","Tulsa","OK","74103","9185965364","Start date 4/5/10 - replacing retiring Judge Hass","deborrahludileitch.jpg","Judge","Special","14","1","1","1"
"1018","72","TULSA","Clark","Stephen","R","","Tulsa County Courthouse","500 S. Denver, Rm 349","","Tulsa","OK","74103","9185965334","Effective date 6/1/2010","stephenrclark.jpg","Judge","Special","14","1","1","0"
"1019","55","OKLAHOMA","Haralson","Howard","R","","Oklahoma County Courthouse","321 Park Avenue, Rm. 123","","Oklahoma City","OK","73102","4057131451","Effective 6/1/10","howardharalson.jpg","Judge","Special","7","1","1","1"
"1021","14","CLEVELAND","Stice","Steve","","","Cleveland County Courthouse","201 S. Jones","","Norman","OK","73069","4053215638","","stevestice.jpg","Judge","Special","21","1","1","0"
"1024","72","TULSA","Evans","Owen","","","Tulsa County Courthouse","500 S. Denver","","Tulsa","OK","74103","","","owenevans.jpg","Judge","Special","14","1","1","1"
"1025","49","MAYES","Gore","Rebecca","J.","","Mayes County Courthouse","One Court Place, Suite 230","","Pryor","OK","74361","9188256386","Replacing retirintg judge Gary Dean","rebeccagore.jpg","Judge","Special","12","1","1","1"
"1026","57","OSAGE","Tate","Stuart","","","Osage County Courthouse","600 Grandview","","Pawhuska","OK","74056","9182874108","","stuarttate.jpg","Judge","Special","10","1","1","1"
"1027","66","ROGERS","Pazzo","Stephen","R","Jr","Rogers County Courthouse","200 S. Lynn Riggs Blvd.","","Claremore","OK","74018","9189234967","","stephenpazzo.jpg","Judge","Associate District","12","1","1","0"
"1028","48","MARSHALL","Coppedge","Wallace","","","Marshall County Courthouse","PO Box 58","","Madill","OK","73446","5807953392","","wallacecoppedge.jpg","Presiding Judge","District","20","1","1","1"
"1029","3","ATOKA","Harbuck","Preston","","","Atoka County Courthouse","200 E. Court Street","","Atoka","OK","74525","5808893400","","prestonharbuck.jpg","Judge","Associate District","25","1","1","1"
"1030","5","BECKHAM","Roper","Michelle Kirby","","","Beckham County Courthouse","P.O Box 527","","Sayre","OK","73662","5809289332","","michelleroper.jpg","Judge","Associate District","2","1","1","0"
"1031","10","CARTER","Morris","Dennis","","","Carter County Courthouse","20 B. Street S.W., Rm. 304","","Ardmore","OK","73401","5802233803","","dennismorris.jpg","Judge","District","20","1","1","1"
"1032","14","CLEVELAND","Schumacher","Tracy","","","Cleveland County Courthouse","200 S. Peters","","Norman","OK","73069","4054473737","","tracyschumacher.jpg","Judge","District","21","1","1","1"
"1035","34","JEFFERSON","Gay","Dennis","","","Jefferson County Courthouse","220 N. Main St","","Waurika","OK","73573","5802282961","","dennisgay.jpg","Judge","Associate District","5","1","1","1"
"1036","41","LINCOLN","Ashwood","Cindy Ferrell","","","Lincoln County Courthouse","811 Manvel Ave., Ste. 11","","Chandler","OK","74834","4052581399","","cindyferrellashwood.jpg","Presiding Judge","District","23","1","1","1"
"1037","47","MAJOR","Haworth","Tim","","","Major County Courthouse","500 E. Broadway Street","","Fairview","OK","73737","5802274690","","timhaworth.jpg","Judge","Associate District","4","1","1","1"
"1038","50","MURRAY","Duck","Aaron","","","Murray County Courthouse","PO Box 578","","Sulphur","OK","73086","5806223440","","aaronduck.jpg","Judge","Associate District","20","1","1","1"
"1039","55","OKLAHOMA","Truong","Cindy","H.","","Oklahoma County Courthouse","321 Park Avenue, Rm. 709","","Oklahoma City","OK","73102","4057131408","","cindytruong.jpg","Judge","District","7","1","1","1"
"1040","56","OKMULGEE","Adair","Ken","","","Okmulgee County Courthouse","314 W. 7th Street, Ste. 305","","Okmulgee","OK","74447","9187560674","","kenadair.jpg","Judge","District","24","1","1","0"
"1041","63","POTTAWATOMIE","Canavan, Jr","John","G.","","Pottawatomie County Courthouse","325 N. Broadway","","Shawnee","OK","74801","4052751296","","johncanavan.jpg","Judge","District","23","1","1","1"
"1043","72","TULSA","Caputo","James","M.","","Tulsa County Courthouse","500 S. Denver, Rm 413","","Tulsa","OK","74103","9185965044","","jamescaputo.jpg","Judge","District","14","1","1","1"
"1044","60","PAYNE","Thomas","Katherine","E.","","Payne County Courthouse","606 S. Husband","","Stillwater","OK","74074","4053724380","","katherinethomas.jpg","Judge","Special","9","1","1","0"
"1045","60","PAYNE","Hert","R.","L.","Jr","Payne County Courthouse","606 S. Husband","","Stillwater","OK","74074","4057478383","","rlhert.jpg","Judge","Special","9","1","1","1"
"1046","9","CANADIAN","Hatfield","Barbara","","","Canadian County Courthouse","PO Box 730","","El Reno","OK","73036","4052621070","","barbarahatfield.jpg","Judge","Special","26","1","1","1"
"1047","24","GARFIELD","Lovell","Brian","N","","Garfield County Courthouse","114 West Broadway Ave.","","Enid","OK","73701","5802370236","","brianlovell.jpg","Judge","Special","4","1","1","1"
"1048","72","TULSA","Carter","Martha","Rupp","","Tulsa County Courthouse","500 S. Denver, Rm. 379","","Tulsa","OK","74103","9185965394","","marthacarter.jpg","Judge","Special","14","1","1","1"
"1049","36","KAY","Bandy","David","R","","Kay County Courthouse","PO Box 251","","Newkirk","OK","74647","5803622326","","davidbandy.jpg","Judge","Associate District","8","1","1","1"
"1050","55","OKLAHOMA","Andrews","Don","","","Oklahoma County Courthouse","321 Park Avenue, Rm. 315","","Oklahoma City","OK","73102","4057131171","","donandrews.jpg","Judge","District","7","1","1","0"
"1052","69","STEPHENS","Herberger","Jerry","","","Stephens County Courthouse","101 S. 11st Street, Ste. 316","","Duncan","OK","73533","5804702020","","jerryherberger.jpg","Judge","Special","5","1","1","1"
"1053","35","JOHNSTON","Migliorino","Charles","J","","Johnston County Courthouse","403 West Main, Suite 203","","Tishomingo","OK","73460","5803712387","","charlesmigliorino.jpg","Judge","Associate District","20","1","1","1"
"1054","48","MARSHALL","Johnson","Gregory","L","","Marshall County Courthouse","100 Plaza, Rm. 201","","Madill","OK","73446","5807953392","","gregoryjohnson.jpg","Judge","Associate District","20","1","1","1"
"1056","70","TEXAS","Jett","Clark","","","Texas County Courthouse","319 N. Main Street","Box 1931","Guymon","OK","73942","5803383833","","clarkjett.jpg","Judge","Associate District","1","1","1","1"
"1057","55","OKLAHOMA","Prince","Thomas","E","","Oklahoma County Courthouse","321 Park Avenue, Rm 304","","Oklahoma City","OK","73102","4057131133","","thomasprince.jpg","Judge","District","7","1","1","1"
"1058","72","TULSA","Bruce","Tammy","","","Tulsa County Courthouse","500 S,. Denver, Rm. 378","","Tulsa","OK","74103","9185965354","","tammybruce.jpg","Judge","Special","14","1","1","0"
"1059","36","KAY","Turner","Lee","","","Kay County Courthouse","PO Box 251","","Newkirk","OK","74647","5803622151","","leeturner.jpg","Judge","Special","8","1","1","1"
"1060","55","OKLAHOMA","Henderson","Timothy","R","","Oklahoma County Courthouse","321 Park Avenue, Rm. 223","","Oklahoma City","OK","73102","4057131436","","timhenderson.jpg","Judge","District","7","1","1","1"
"1061","61","PITTSBURG","Mills","Tim","","","Pittsburg County Courthouse","115 E. Carl Albert Parkway","","McAlester","OK","74501","9184236479","","timmills.jpg","Judge","Associate District","18","1","1","1"
"1072","51","MUSKOGEE","Stout","Weldon","","","Muskogee County Courthouse","PO Box 1350","","Muskogee","OK","74402","9186841611","","weldonstout.jpg","Judge","Special","15","1","1","0"
"1073","3","ATOKA","Inge","Paula","","","Atoka County Courthouse","200 E. Court St.","","Atoka","OK","74525","5808893400","","paulainge.jpg","Judge","District","25","1","1","1"
"1074","55","OKLAHOMA","Johnson","Susan","K","","Oklahoma Juvenile Justice Center","5905 N. Classen Court, Courtroom B, Ste. 206","","Oklahoma City","OK","73118","4057136759","","susanjohnson.jpg","Judge","Special","7","1","1","1"
"1076","45","MCCURTAIN","Farley","Kenneth","R.","","McCurtain County Courthouse","108 N. Central Avenue","","Idabel","OK","74745","5802863693","5/1/13","kennethfarley.jpg","Judge","Associate District","17","1","1","1"
"1077","14","CLEVELAND","Virgin","Jeff","","","Cleveland County Courthouse","200 S. Peters","","Norman","OK","73069","4053660600","","jeffvirgin.jpg","Judge","District","21","1","1","1"
"1078","40","LE FLORE","McBee","Jennifer","H","","LeFlore County Courthouse","PO Box 1056","","Poteau","OK","74953","9186478206","","jennifermcbee.jpg","Judge","Special","16","1","1","1"
"1079","72","TULSA","Miller","J. Anthony","","","Tulsa County Courthouse","500 S. Denver","","Tulsa","OK","74103","9185965330","","anthonymiller.jpg","Judge","Special","14","1","1","1"
"1080","66","ROGERS","Smith","David","","","Rogers County Courthouse","200 S. Lynn Riggs Blvd.","","Claremore","OK","74017","9189234965","","davidsmith.jpg","Judge","Special","12","1","1","1"
"1081","14","CLEVELAND","Balkman","Thad","","","Cleveland County Courthouse","200 S. Peters","","Norman","OK","73069","4053292400","","thadbalkman.jpg","Judge","District","21","1","1","1"
"1082","25","GARVIN","Kendall","Steven","","","Garvin County Courthouse","201 W. Grant Street","","Pauls Valley","OK","73075","4052382542","","stevenkendall.jpg","Judge","Associate District","21","1","1","1"
"1083","59","PAWNEE","Pickerill","Patrick","","","Pawnee County Courthouse","500 Harrison","","Pawnee","OK","74058","9187622105","","patrickpickerill.jpg","Judge","Associate District","14","1","1","1"
"1084","52","NOBLE","Leach","Nikki","G","","Noble County Courthouse","","","Perry","OK","73077","5803362433","","nikkileach.jpg","Judge","Associate District","8","1","1","1"
"1085","55","OKLAHOMA","Williams","Cassandra","M","","Oklahoma Juvenile Justice Center","5905 Classen Court, Courtroom E, Ste. 101","","Oklahoma City","OK","73118","4057136790","","cassandrawilliams.jpg","Judge","Special","7","1","1","1"
"1086","16","COMANCHE","Tayloe","Emmit","","","Comanche County Courthouse","315 S.W. 5th St.","","Lawton","OK","73501","5805814595","","emmittayloe.jpg","Judge","District","5","1","1","1"
"1087","12","CHOCTAW","Baze","Bill","","","Choctaw County Courthouse","300 East Duke","","Hugo","OK","74743","5803263384","","billbaze.jpg","Judge","Associate District","17","1","1","0"
"1088","70","TEXAS","Parsley","Jon","","","Texas County Courthouse","319 N. Main Street","Box 551","Guymon","OK","73942","5803383412","","jonparsley.jpg","Judge","District","1","1","1","1"
"1091","72","TULSA","Keeley","James","W.","","Tulsa County Courthouse","500 S. Denver, Rm. 348","","Tulsa","OK","74103","9185965354","","jameskeeley.jpg","Judge","Special","14","1","1","1"
"1109","55","OKLAHOMA","Timmons","Aletia","Haynes","","Oklahoma County Courthouse","321 Park Avenue, Rm. 811","","Oklahoma City","OK","73102","4057137101","","aletiatimmons.jpg","Judge","District","7","1","1","1"
"1110","23","ELLIS","Hays","Laurie","E.","","Ellis County Courthouse","P.O. Box 151","","Arnett","OK","73832","5808857601","","lauriehays.jpg","Judge","Associate District","2","1","1","1"
"1111","16","COMANCHE","Zwaan","Susan","","","Comanche County Courthouse","315 SW 5th Street Rm. 403","","Lawton","OK","73501","5805814585","","susanzwaan.jpg","Judge","Special","5","1","1","1"
"1112","68","SEQUOYAH","Waters","Kyle","E.","","Sequoyah County Courthouse","120 E. Chickasaw St.","","Sallisaw","OK","74955","9187754262","","kylewaters.jpg","Judge","Associate District","15","1","1","1"
"1113","30","HARPER","Alley","Aric","","","Harper County Courthouse","311 S.E. 1st Street","","Buffalo","OK","73834","5807352222","","aricalley.jpg","Judge","Associate District","1","1","1","1"
"1114","28","GREER","Yarborough","Eric","G.","","Greer County Courthouse","PO Box 216","","Mangum","OK","73554","5807824020","","ericyarborough.jpg","Judge","Associate District","3","1","1","1"
"1115","77","WOODWARD","Eilers","Justin","P.","","Woodward County Courthouse","1600 Main Street","","Woodward","OK","73801","5802566716","","justineilers.jpg","Judge","District","4","1","1","1"
"1116","69","STEPHENS","Graham","Ken","","","Stephens County Courthouse","101 S. 11th Street","","Duncan","OK","73533","5804702025","","kengraham.jpg","Judge","District","5","1","1","1"
"1117","16","COMANCHE","Shaw","Lisa","","","Comanche County Courthouse","315 S. W. 5th Street Rm. 408","","Lawton","OK","73501","5805814570","","lisashaw.jpg","Judge","Associate District","5","1","1","1"
"1118","72","TULSA","Holmes","Sharon","","","Tulsa County Courthouse","500 S. Denver","","Tulsa","OK","74103","9185965200","","sharonholmes.jpg","Judge","District","14","1","1","1"
"1119","72","TULSA","Drummond","Douglas","E.","","Tulsa County Courthouse","500 S. Denver Avenue","","Tulsa","OK","74103","9185965362","","douglasdrummond.jpg","Judge","District","14","1","1","1"
"1120","40","LE FLORE","Fry","Marion","D.","","LeFlore County Courthouse","PO Box 1056","","Poteau","OK","74953","9186473196","","marionfry.jpg","Judge","Associate District","16","1","1","1"
"1121","43","LOVE","Hicks","Todd","","","Love County Courthouse","405 W. Main Street","","Marietta","OK","73448","5802763373","","toddhicks.jpg","Judge","Associate District","20","1","1","1"
"1122","62","PONTOTOC","Jackson","Lori","L.","","Pontotoc County Courthouse","120 W. 13th Street","","Ada","OK","74821","5803328940","","lorijackson.jpg","Judge","Associate District","22","1","1","1"
"1125","55","OKLAHOMA","Ogden","Richard","","","Oklahoma County Courthouse","321 Park Avenue, Rm. 115","","Oklahoma City","OK","73102","4057131403","","richardogden.jpg","Judge","Special","7","1","1","1"
"1127","66","ROGERS","Russell","Lara","M","","Rogers County Courthouse","200 S. Lynn Riggs Blvd.","","Claremore","OK","74018","9189234963","","lararussell.jpg","Judge","Special","12","1","1","1"
"1128","44","MCCLAIN","Shilling","Leland","","","McClain County Courthouse","121 N. 2nd St., Rm. 245","","Purcell","OK","73080","4055274539","","lelandshilling.jpg","Judge","Special","21","1","1","1"
"1129","10","CARTER","Brooks","Carson","M.","","Carter County Courthouse","20 B. Street S.W., Rm. 201","","Ardmore","OK","73401","5802234750","","carsonbrooks.jpg","Judge","Special","20","1","1","1"
"1130","56","OKMULGEE","Ramirez","Pandee","","","Okmulgee County Courthouse","314 W. 7th Street","","Okmulgee","OK","74447","9187560672","","pandeeramirez.jpg","Judge","Special","24","1","1","1"
"1131","62","PONTOTOC","Pollard","Greg","","","Pontotoc County Courthouse","120 W. 13th Street","","Ada","OK","74821","5803328940","","gregorypollard.jpg","Judge","Special","22","1","1","1"
"1132","36","KAY","Brock","Jennifer","","","Kay County Courthouse","PO Box 251","","Newkirk","OK","74647","5803622445","","jenniferbrock.jpg","Judge","Special","8","1","1","1"
"1133","68","SEQUOYAH","Orendorff","Matt","","","Sequoyah County Courthouse","120 E. Chickasaw St.","","Sallisaw","OK","74955","9187754613","","mattorendorff.jpg","Judge","Special","15","1","1","1"
"1135","42","LOGAN","Worthington","Susan","C.","","Logan County Courthouse","301 E. Harrison","","Guthrie","OK","73044","4052826941","","susanworthington.jpg","Judge","Special","9","1","1","1"
"1136","44","MCCLAIN","Edwards","Leah","","","McClain County Courthouse","121 N. 2nd Street","","Purcell","OK","73080","4055276432","","leahedwards.jpg","Judge","District","21","1","1","0"
"1137","61","PITTSBURG","Beare","Mindy","","","Pittsburg County Courthouse","115 E. Carl Albert Parkway","","McAlester","OK","74501","9184236651","","mindybeare.jpg","Judge","Special","18","1","1","0"
"1139","45","MCCURTAIN","Hamilton","Walter","","","McCurtain County Courthouse","108 N. Central Avenue","","Idabel","OK","74745","5802862221","","walterhamilton.jpg","Judge","Special","17","1","1","1"
"1140","72","TULSA","Greenough","Kelly","","","Tulsa County Courthouse","500 S. Denver, Room 413","","Tulsa","OK","74103","9185965200","","kellygreenough.jpg","Judge","District","14","1","1","1"
"1143","55","OKLAHOMA","McElwee","Michele","D.","","Oklahoma County Courthouse","321 Park Avenue","","Oklahoma City","OK","73102","","","micheledmcelwee.jpg","Judge","District","7","1","1","1"
"1145","55","OKLAHOMA","McCray","Kevin","C.","","Oklahoma County Courthouse","321 Park Ave., Room 520","","Oklahoma City","OK","73102","4057131185","","kevinmccray.jpg","Judge","Special","7","1","1","1"
"1146","67","SEMINOLE","Smith","Trisha","D.","","Seminole County Courthouse","PO Box 678","","Wewoka","OK","74884","4052572223","","trishasmith.jpg","Judge","Special","22","1","1","0"
"1147","16","COMANCHE","Newburn","Irma","","","Comanche County Courthouse","315 S.W. 5th St.","","Lawton","OK","73501","","","irmanewburn.jpg","Judge","District","5","1","1","1"
"1148","14","CLEVELAND","Puckett","Lori","A","","Cleveland County Courthouse","200 S. Peters","","Norman","OK","73069","4053609393","","loripuckett.jpg","Judge","Special","21","1","1","1"
"1149","24","GARFIELD","Seigars","Jason","","","Garfield County Courthouse","114 W. Broadway Ave.","","Enid","OK","73701","","","jasonseigars.jpg","Judge","Special","4","1","1","1"
"1150","74","WASHINGTON","Sigler","Jared","","","Washington County Courthouse","420 S. Johnstone Street","","Bartlesville","OK","74003","","","jaredsigler.jpg","Judge","Special","11","1","1","1"
"1151","63","POTTAWATOMIE","McDaniel","Tracy","","","Pottawatomie County Courthouse","325 N. Broadway","","Shawnee","OK","74801","","","tracymcdaniel.jpg","Judge","Special","23","1","1","1"
"1152","61","PITTSBURG","Hogan","Mike","","","Pittsburg County Courthouse","115 E. Carl Albert Parkway","","McAlester","OK","74501","9184237157","","nophoto.jpg","Judge","Special","18","1","1","0"
"1154","55","OKLAHOMA","Green","Lydia","","","Oklahoma Juvenile Justice Center","5905 Classen Court","","Oklahoma City","OK","73118","4057136754","","lydiagreen.jpg","Judge","Special","7","1","1","1"
"1155","19","CREEK","Hammers","Pamela","B.","","Creek County Courthouse","222 E. Dewey","","Sapulpa","OK","74066","9182243702","","pamelahammers.jpg","Judge","Special","24","1","1","1"
